"05";5133
"13";671
"21";6552
"29";14321
"37";4290
"45";5163
"53";9609
"61";421
"69";9734
"77";2902
"85";484
"93";7582
"04";5866
"12";3135
"20";11466
"28";9454
"36";10592
"44";23712
"52";6412
"60";5070
"68";8611
"76";2839
"84";7597
"92";11171
"06";5788
"14";14072
"22";9048
"30";6427
"38";3166
"46";7987
"54";14306
"62";10483
"70";9984
"78";7816
"86";1155
"94";4903
"07";2559
"15";13759
"23";858
"31";9656
"39";12761
"47";23384
"55";4665
"63";577
"71";4493
"79";4898
"87";2028
"95";10018
"01";23448
"09";7254
"17";655
"25";10967
"33";4602
"41";11107
"49";35318
"57";9219
"65";10608
"73";8018
"81";8190
"89";9813
"97";9736
"02";24587
"10";9142
"18";4961
"26";14071
"34";11325
"42";593
"50";8939
"58";10452
"66";7192
"74";27159
"82";3869
"90";9360
"98";12497
"03";19205
"11";3432
"19";6521
"27";9032
"35";3510
"43";24133
"51";10468
"59";7145
"67";9236
"75";14883
"83";13806
"91";8299
"99";12090
"00";26428
"08";14196
"16";6224
"24";3058
"32";11217
"40";7082
"48";17113
"56";2995
"64";27175
"72";5881
"80";13853
"88";7550
"96";22424
