"05";5538
"13";671
"21";6661
"29";14477
"37";4275
"45";5382
"53";9625
"61";421
"69";9657
"77";2855
"85";499
"93";7878
"04";5990
"12";3261
"20";11326
"28";9376
"36";10920
"44";24071
"52";6443
"60";5289
"68";8720
"76";3276
"84";7660
"92";11389
"07";3033
"15";14048
"23";976
"31";9609
"39";13075
"47";23602
"55";4552
"63";639
"71";4623
"79";4909
"87";2096
"95";10108
"06";6151
"14";13754
"22";9142
"30";6334
"38";3541
"46";8065
"54";14149
"62";10811
"70";9875
"78";8112
"86";1201
"94";4928
"01";7035
"09";7347
"17";671
"25";11138
"33";4305
"41";10967
"49";34944
"57";9454
"65";10420
"73";8003
"81";8049
"89";9828
"97";9673
"02";6933
"10";9093
"18";5052
"26";14693
"34";11707
"42";670
"50";8900
"58";10127
"66";7418
"74";27435
"82";3922
"90";9254
"98";12388
"03";6178
"11";3604
"19";6255
"27";8783
"35";3495
"43";23649
"51";10140
"59";7192
"67";9235
"75";15335
"83";13837
"91";8440
"99";11903
"00";6411
"08";13837
"16";6178
"24";2964
"32";11497
"40";7098
"48";16816
"56";2808
"64";26988
"72";5788
"80";13650
"88";7706
"96";20566
