"05";4727
"13";640
"21";6567
"29";13057
"37";3885
"45";4711
"53";9032
"61";343
"69";9048
"77";2683
"85";499
"93";6926
"04";5626
"12";2882
"20";10453
"28";8701
"36";10207
"44";22561
"52";6247
"60";4802
"68";8190
"76";2738
"84";7303
"92";10324
"06";5350
"14";12911
"22";8294
"30";6020
"38";3127
"46";7445
"54";13169
"62";9856
"70";9137
"78";7721
"86";1020
"94";4553
"07";2377
"15";12711
"23";878
"31";8843
"39";11695
"47";22729
"55";4389
"63";600
"71";4510
"79";4529
"87";1845
"95";9193
"01";20479
"09";6752
"17";610
"25";10467
"33";3961
"41";10048
"49";32737
"57";8534
"65";10045
"73";7328
"81";7517
"89";9203
"97";9151
"02";21908
"10";8541
"18";4678
"26";13642
"34";10850
"42";563
"50";8217
"58";9577
"66";6860
"74";25155
"82";3710
"90";8933
"98";12043
"03";19465
"11";3110
"19";5780
"27";8194
"35";3086
"43";22504
"51";9482
"59";6734
"67";8596
"75";13876
"83";12870
"91";7756
"99";11520
"00";25113
"08";13359
"16";5853
"24";2921
"32";10667
"40";6747
"48";16131
"56";2617
"64";25455
"72";5958
"80";13101
"88";7115
"96";21806
